employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason
EMP1617,Sneha Rajagopalan,Male,48,Master's,Kolkata,Finance,Manager Finance Specialist,Manager,Full-time,2023-09-14,,1.3,1519063,2.4,2.6,6,0,EMP1044,No,
EMP1618,Kamya Doctor,Female,31,Bachelor's,Mumbai,Sales,Mid Sales Specialist,Mid,Full-time,2020-04-23,,4.69,857245,3.2,3.1,74,0,EMP1017,No,
EMP1619,Januja Ahuja,Male,26,Bachelor's,Hyderabad,Finance,Mid Finance Specialist,Mid,Full-time,2023-11-16,2024-07-18,1.13,1297008,3.3,3.3,22,0,EMP1096,Yes,Limited growth
EMP1620,Falan Issac,Male,47,High School,Mumbai,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-04-21,,2.7,489535,3.3,4.0,58,1,EMP1022,No,
EMP1621,Hiral Badami,Male,38,Master's,Pune,Engineering,Manager Engineering Specialist,Manager,Full-time,2016-01-29,,8.93,2849062,3.5,1.8,23,1,EMP1052,No,
EMP1622,Pallavi Kala,Female,27,Master's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Part-time,2016-05-01,,8.67,826139,2.6,3.5,15,1,EMP1084,No,
EMP1623,Yagnesh Chauhan,Female,51,Master's,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-02-03,2022-07-27,2.91,1590134,2.4,4.2,77,0,EMP1089,Yes,Better compensation
EMP1624,Bina Narula,Female,31,Master's,Bengaluru,Engineering,Senior Engineering Specialist,Senior,Full-time,2023-11-28,,1.09,1371145,4.4,3.4,72,0,EMP1090,No,
EMP1625,Mason Babu,Male,48,Master's,Chennai,Operations,Junior Operations Specialist,Junior,Part-time,2021-03-27,,3.77,697134,4.6,3.7,19,1,EMP1027,No,
EMP1626,Diya Behl,Male,36,PhD,Bengaluru,Finance,Manager Finance Specialist,Manager,Full-time,2016-04-25,,8.69,1523872,3.1,3.0,77,0,EMP1021,No,
EMP1627,Tejas Sarraf,Male,52,Master's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Contract,2017-11-17,,7.13,496410,3.2,3.3,4,0,EMP1006,No,
EMP1628,Jacob Gulati,Female,44,Bachelor's,Delhi,Engineering,Manager Engineering Specialist,Manager,Full-time,2020-10-28,,4.18,2442896,3.5,3.7,69,0,EMP1013,No,
EMP1629,Ansh Mand,Female,28,Master's,Delhi,Sales,Senior Sales Specialist,Senior,Full-time,2015-07-03,2018-02-28,9.5,824054,3.4,3.9,58,0,EMP1033,Yes,Personal reasons
EMP1630,Fiyaz Kannan,Female,26,Master's,Bengaluru,Finance,Mid Finance Specialist,Mid,Full-time,2022-04-15,2023-03-31,2.72,755836,4.2,1.0,38,3,EMP1090,Yes,Work-life balance
EMP1631,Aarnav Bose,Male,27,Bachelor's,Mumbai,Legal,Senior Legal Specialist,Senior,Full-time,2023-01-05,,1.99,2080720,4.1,2.4,59,0,EMP1078,No,
EMP1632,Avni Sankar,Male,32,Master's,Delhi,Operations,Junior Operations Specialist,Junior,Contract,2018-01-11,,6.98,359721,3.2,2.5,38,0,EMP1029,No,
EMP1633,Advay Lala,Female,47,Diploma,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2016-02-06,,8.91,1633930,2.0,4.1,43,1,EMP1063,No,
EMP1634,Yadavi Dash,Female,27,Bachelor's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-11-30,,6.09,913290,4.0,3.1,48,1,EMP1087,No,
EMP1635,Lakshmi Chowdhury,Female,43,Bachelor's,Hyderabad,Engineering,Manager Engineering Specialist,Manager,Full-time,2020-12-17,2021-04-05,4.04,2767091,1.3,3.2,38,0,EMP1093,Yes,Work-life balance
EMP1636,Zilmil Sule,Male,36,High School,Kolkata,Engineering,Senior Engineering Specialist,Senior,Full-time,2019-02-25,,5.85,1645793,2.2,3.8,40,0,EMP1055,No,
EMP1637,Aadhya Khalsa,Female,35,Master's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-01-21,,1.95,1133786,3.4,4.1,14,0,EMP1031,No,
EMP1638,Yashodhara Sachar,Female,47,PhD,Hyderabad,Engineering,Manager Engineering Specialist,Manager,Full-time,2016-11-07,,8.15,1354029,3.5,2.7,21,0,EMP1066,No,
EMP1639,Pushti Bal,Female,51,PhD,Bengaluru,Operations,Senior Operations Specialist,Senior,Full-time,2022-08-04,,2.41,1268025,4.4,3.5,72,1,EMP1032,No,
EMP1640,Dipta Kibe,Female,50,Master's,Mumbai,Engineering,Director Engineering Specialist,Director,Full-time,2022-06-01,,2.59,1933837,3.4,2.8,50,1,EMP1066,No,
EMP1641,Adya Panchal,Female,32,Diploma,Mumbai,Legal,Mid Legal Specialist,Mid,Part-time,2015-07-28,,9.44,1684996,3.0,2.8,19,0,EMP1062,No,
EMP1642,Wyatt Subramanian,Male,31,Diploma,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2017-05-22,,7.62,400543,3.3,5.0,8,2,EMP1080,No,
EMP1643,Zaid Murty,Male,25,Bachelor's,Chennai,Operations,Lead Operations Specialist,Lead,Full-time,2015-08-24,,9.36,1017913,2.3,2.1,49,0,EMP1056,No,
EMP1644,Pahal Pillai,Female,22,Bachelor's,Chennai,Engineering,Mid Engineering Specialist,Mid,Full-time,2015-12-14,,9.05,1920362,4.6,3.4,64,0,EMP1039,No,
EMP1645,Ridhi Baria,Male,48,Bachelor's,Mumbai,HR,Mid HR Specialist,Mid,Full-time,2017-01-16,,7.96,723689,2.9,4.5,59,0,EMP1091,No,
EMP1646,Gopal Sandhu,Female,50,Bachelor's,Chennai,Sales,Junior Sales Specialist,Junior,Full-time,2017-02-15,,7.88,475925,2.9,5.0,65,2,EMP1035,No,
EMP1647,Logan Ghose,Male,46,Master's,Hyderabad,HR,Junior HR Specialist,Junior,Full-time,2020-06-26,,4.52,481468,3.9,3.2,53,0,EMP1014,No,
EMP1648,Champak Khalsa,Female,32,Bachelor's,Pune,Operations,Lead Operations Specialist,Lead,Part-time,2016-05-31,2024-05-02,8.59,789248,5.0,3.5,59,0,EMP1037,Yes,Better compensation
EMP1649,Chandani Bhat,Male,25,PhD,Chennai,Sales,Mid Sales Specialist,Mid,Full-time,2023-07-14,2024-06-29,1.47,854393,3.6,4.2,58,0,EMP1091,Yes,Better compensation
EMP1650,Amruta Kashyap,Female,42,Master's,Mumbai,Sales,Lead Sales Specialist,Lead,Full-time,2016-02-27,,8.85,1497657,3.4,2.9,55,0,EMP1025,No,
EMP1651,Tanmayi Khanna,Female,44,Master's,Mumbai,Engineering,Manager Engineering Specialist,Manager,Full-time,2019-10-13,2020-04-24,5.22,1357571,3.8,4.6,58,0,EMP1066,Yes,Limited growth
EMP1652,Hamsini Date,Female,44,Bachelor's,Delhi,Engineering,Mid Engineering Specialist,Mid,Contract,2015-07-31,,9.43,1233781,3.5,3.3,27,0,EMP1007,No,
EMP1653,Vedhika Patil,Female,35,Bachelor's,Hyderabad,Marketing,Senior Marketing Specialist,Senior,Full-time,2018-08-10,,6.4,898640,3.5,2.4,42,0,EMP1086,No,
EMP1654,Urmi Bhandari,Male,46,Master's,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2021-03-10,,3.81,396783,2.6,4.7,39,0,EMP1050,No,
EMP1655,Radha Khurana,Male,52,Diploma,Chennai,HR,Junior HR Specialist,Junior,Part-time,2016-03-11,,8.81,336383,2.9,2.7,28,1,EMP1013,No,
EMP1656,Dayita Gaba,Non-binary,28,Master's,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2021-02-16,,3.87,745181,3.8,4.7,28,0,EMP1092,No,
EMP1657,Nikita Shenoy,Female,51,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-07-08,,1.48,1541243,4.0,4.5,68,1,EMP1022,No,
EMP1658,Widisha Konda,Male,44,Bachelor's,Kolkata,Operations,Senior Operations Specialist,Senior,Full-time,2022-10-24,,2.19,641580,2.8,2.3,72,2,EMP1010,No,
EMP1659,Viraj Hegde,Male,30,Bachelor's,Bengaluru,Engineering,Junior Engineering Specialist,Junior,Full-time,2023-06-02,,1.58,1208948,4.6,3.3,31,1,EMP1002,No,
EMP1660,Lohit Kara,Female,31,PhD,Delhi,Engineering,Manager Engineering Specialist,Manager,Full-time,2023-11-13,,1.13,3167258,3.2,4.8,74,0,EMP1029,No,
EMP1661,Abhiram Vohra,Male,47,Bachelor's,Mumbai,Operations,Junior Operations Specialist,Junior,Contract,2017-09-02,2021-01-11,7.33,435946,3.8,4.7,30,0,EMP1001,Yes,Relocation
EMP1662,Tanmayi Bajaj,Female,50,Master's,Chennai,Sales,Senior Sales Specialist,Senior,Full-time,2022-02-04,,2.91,1543079,2.9,4.4,41,0,EMP1008,No,
EMP1663,Rehaan Jhaveri,Male,22,Master's,Kolkata,Legal,Senior Legal Specialist,Senior,Part-time,2015-02-12,,9.89,1896350,3.4,3.8,78,0,EMP1096,No,
EMP1664,Yochana Aggarwal,Female,48,Bachelor's,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2022-05-02,,2.67,1730864,4.6,4.1,78,1,EMP1097,No,
EMP1665,Yagnesh Bala,Male,37,Bachelor's,Mumbai,Finance,Mid Finance Specialist,Mid,Full-time,2020-01-02,,5.0,881724,3.8,4.6,26,0,EMP1063,No,
EMP1666,Zayyan Mandal,Female,28,Bachelor's,Bengaluru,Operations,Manager Operations Specialist,Manager,Full-time,2017-01-08,2019-04-05,7.98,1099825,3.1,1.9,62,2,EMP1052,Yes,Manager issues
EMP1667,Vaishnavi Sani,Female,34,Bachelor's,Bengaluru,Finance,Junior Finance Specialist,Junior,Part-time,2020-11-27,,4.1,544390,1.8,5.0,9,0,EMP1099,No,
EMP1668,Jyoti Pandit,Female,49,Master's,Mumbai,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-08-07,2018-01-14,8.41,539627,2.5,2.6,76,2,EMP1021,Yes,Limited growth
EMP1669,Amol Gaba,Male,39,Bachelor's,Kolkata,Operations,Mid Operations Specialist,Mid,Full-time,2020-05-15,,4.63,514245,3.6,4.3,73,0,EMP1066,No,
EMP1670,Nikita Doshi,Male,34,Bachelor's,Chennai,Sales,Manager Sales Specialist,Manager,Full-time,2019-08-29,,5.35,970193,4.1,3.1,53,1,EMP1092,No,
EMP1671,Faris Dasgupta,Male,24,Master's,Bengaluru,Sales,Lead Sales Specialist,Lead,Full-time,2016-04-05,2017-08-24,8.75,1352833,3.3,2.6,14,2,EMP1078,Yes,Personal reasons
EMP1672,Dalbir Rajagopalan,Male,50,Master's,Delhi,HR,Junior HR Specialist,Junior,Full-time,2019-10-22,,5.2,459007,4.7,4.0,40,0,EMP1014,No,
EMP1673,Ekbal Dey,Female,24,Master's,Kolkata,Legal,Mid Legal Specialist,Mid,Contract,2020-08-06,,4.41,1710363,4.0,4.2,23,1,EMP1019,No,
EMP1674,Zilmil Cherian,Male,24,Bachelor's,Hyderabad,Sales,Mid Sales Specialist,Mid,Contract,2019-05-19,,5.62,959050,4.3,3.8,39,0,EMP1042,No,
EMP1675,Kabir Comar,Male,35,Master's,Chennai,Operations,Director Operations Specialist,Director,Full-time,2017-01-14,,7.97,1825481,2.4,4.0,35,0,EMP1071,No,
EMP1676,Sai Sangha,Male,40,Master's,Pune,Operations,Mid Operations Specialist,Mid,Full-time,2020-12-26,,4.02,902352,2.9,3.1,32,1,EMP1031,No,
EMP1677,Garima Barad,Male,25,Bachelor's,Delhi,Finance,Mid Finance Specialist,Mid,Full-time,2017-04-12,,7.73,600979,3.9,4.7,21,0,EMP1019,No,
EMP1678,Leela Dhar,Male,26,Bachelor's,Chennai,Marketing,Lead Marketing Specialist,Lead,Full-time,2021-03-08,,3.82,1339562,3.4,3.9,52,1,EMP1090,No,
EMP1679,Jackson Sabharwal,Male,48,Master's,Mumbai,Engineering,Manager Engineering Specialist,Manager,Full-time,2019-03-03,,5.84,1523132,4.8,3.8,50,0,EMP1032,No,
EMP1680,Noah Mukherjee,Female,45,Master's,Delhi,Engineering,Junior Engineering Specialist,Junior,Full-time,2021-05-20,,3.62,1024255,5.0,4.1,47,0,EMP1083,No,
EMP1681,Tanveer Khare,Male,46,Bachelor's,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2018-03-20,,6.79,601235,2.0,4.3,58,1,EMP1059,No,
EMP1682,Indali Sachdev,Female,30,High School,Pune,Engineering,Senior Engineering Specialist,Senior,Full-time,2017-11-22,,7.11,2189871,3.7,4.8,20,1,EMP1052,No,
EMP1683,Qasim Deol,Female,48,Bachelor's,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2017-06-15,,7.55,1854275,3.9,3.5,44,1,EMP1052,No,
EMP1684,Yahvi Borde,Male,25,Bachelor's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-11-06,,8.16,1296115,2.4,3.4,46,0,EMP1037,No,
EMP1685,Chandani Yogi,Male,51,Bachelor's,Delhi,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-03-12,2019-11-28,8.81,552131,2.7,3.3,76,1,EMP1073,Yes,Better compensation
EMP1686,Sneha Samra,Male,31,Diploma,Pune,Sales,Director Sales Specialist,Director,Full-time,2020-06-04,2022-05-27,4.58,1086945,4.7,1.7,54,1,EMP1017,Yes,Better compensation
EMP1687,Shravya Gandhi,Male,47,Master's,Bengaluru,Operations,Senior Operations Specialist,Senior,Full-time,2016-02-03,,8.92,928100,3.8,4.7,52,0,EMP1005,No,
EMP1688,Hemal Bora,Female,29,Diploma,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2016-09-12,,8.31,1530406,2.9,3.5,22,1,EMP1021,No,
EMP1689,Anmol Hora,Female,46,Bachelor's,Kolkata,Engineering,Director Engineering Specialist,Director,Full-time,2020-08-16,,4.38,4699881,3.4,2.9,41,0,EMP1056,No,
EMP1690,Frado Deshmukh,Female,24,Diploma,Pune,Finance,Junior Finance Specialist,Junior,Full-time,2022-12-29,,2.01,900527,3.9,3.5,67,0,EMP1002,No,
EMP1691,Veda Sodhi,Female,37,Bachelor's,Delhi,Finance,Junior Finance Specialist,Junior,Full-time,2018-06-21,,6.53,881992,3.7,2.8,41,0,EMP1036,No,
EMP1692,Indrajit Nair,Male,37,High School,Kolkata,Sales,Senior Sales Specialist,Senior,Contract,2018-12-18,,6.04,646021,3.1,4.3,21,2,EMP1073,No,
EMP1693,Saanvi Cherian,Female,26,Bachelor's,Pune,Operations,Mid Operations Specialist,Mid,Part-time,2019-01-28,,5.93,667064,3.1,5.0,44,0,EMP1088,No,
EMP1694,Chandani Bahri,Male,42,Bachelor's,Kolkata,Marketing,Mid Marketing Specialist,Mid,Full-time,2020-01-18,,4.96,834137,3.1,3.8,75,0,EMP1014,No,
EMP1695,Advika Dass,Female,33,Master's,Chennai,Finance,Mid Finance Specialist,Mid,Full-time,2016-10-10,2021-05-17,8.23,1173699,4.1,1.2,63,0,EMP1024,Yes,Manager issues
EMP1696,Abhimanyu Dave,Male,41,Master's,Chennai,Operations,Senior Operations Specialist,Senior,Part-time,2019-06-14,,5.55,1019220,2.2,4.7,18,0,EMP1005,No,
EMP1697,Chanchal Balakrishnan,Male,41,Master's,Bengaluru,Operations,Mid Operations Specialist,Mid,Contract,2020-04-08,,4.73,547517,3.0,5.0,50,1,EMP1061,No,
EMP1698,Ikshita Chowdhury,Male,42,Bachelor's,Mumbai,Marketing,Junior Marketing Specialist,Junior,Full-time,2017-05-16,,7.63,400049,2.9,3.8,55,0,EMP1092,No,
EMP1699,Kavya Chacko,Male,23,Bachelor's,Hyderabad,Sales,Mid Sales Specialist,Mid,Full-time,2019-09-16,,5.3,943074,4.6,5.0,42,0,EMP1045,No,
EMP1700,Chandani Pradhan,Female,35,Bachelor's,Chennai,Operations,Manager Operations Specialist,Manager,Full-time,2020-05-26,,4.6,1592705,5.0,4.7,5,1,EMP1077,No,
EMP1701,Mohini Parekh,Female,45,PhD,Chennai,Operations,Junior Operations Specialist,Junior,Full-time,2023-02-08,,1.9,359029,4.2,4.1,23,2,EMP1019,No,
EMP1702,Kalpit Bandi,Male,45,Bachelor's,Hyderabad,Marketing,Mid Marketing Specialist,Mid,Contract,2018-07-20,,6.45,655283,4.0,3.1,20,1,EMP1082,No,
EMP1703,Manthan Prabhu,Male,39,Master's,Pune,HR,Manager HR Specialist,Manager,Full-time,2016-02-04,,8.91,711976,2.7,3.6,48,0,EMP1025,No,
EMP1704,Onkar Pant,Male,31,Master's,Kolkata,Engineering,Director Engineering Specialist,Director,Full-time,2021-06-20,,3.53,1706860,3.3,3.2,67,1,EMP1059,No,
EMP1705,Unni Gulati,Non-binary,32,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2018-12-11,,6.06,1533068,4.0,4.5,51,0,EMP1077,No,
EMP1706,Megha Badal,Female,42,Bachelor's,Pune,Sales,Junior Sales Specialist,Junior,Contract,2019-11-21,,5.12,569483,3.5,4.9,16,3,EMP1014,No,
EMP1707,Bahadurjit Ganesan,Female,41,Diploma,Bengaluru,Finance,Junior Finance Specialist,Junior,Full-time,2015-03-09,,9.82,947793,2.5,3.4,68,1,EMP1005,No,
EMP1708,Faqid Thakur,Male,28,PhD,Bengaluru,Operations,Senior Operations Specialist,Senior,Full-time,2019-09-19,,5.29,739424,2.8,1.9,63,0,EMP1083,No,
EMP1709,Priya Chad,Male,31,Bachelor's,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2023-04-24,,1.69,1793207,3.3,3.5,57,1,EMP1001,No,
EMP1710,Pratyush Apte,Male,48,Master's,Chennai,Engineering,Manager Engineering Specialist,Manager,Full-time,2019-08-26,,5.35,1249303,4.6,4.2,46,0,EMP1074,No,
EMP1711,Gaurika Thaman,Female,47,Diploma,Hyderabad,Operations,Director Operations Specialist,Director,Full-time,2017-09-17,,7.29,1780296,2.6,5.0,53,3,EMP1023,No,
EMP1712,Oliver Iyengar,Female,26,Master's,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2018-07-27,,6.44,859393,4.4,4.1,54,1,EMP1081,No,
EMP1713,Gaurang Konda,Male,35,Bachelor's,Kolkata,Marketing,Manager Marketing Specialist,Manager,Full-time,2021-03-14,,3.8,1307908,3.2,2.7,7,1,EMP1070,No,
EMP1714,Yatan Walla,Male,36,Master's,Kolkata,Sales,Manager Sales Specialist,Manager,Full-time,2015-11-19,,9.12,1844791,3.1,4.6,34,1,EMP1029,No,
EMP1715,Tejas Srivastava,Male,30,Master's,Delhi,Sales,Mid Sales Specialist,Mid,Full-time,2021-01-02,,4.0,739175,4.9,5.0,22,1,EMP1082,No,
EMP1716,Libni Nayar,Male,31,Bachelor's,Mumbai,Engineering,Director Engineering Specialist,Director,Full-time,2016-02-28,,8.85,2220038,3.0,2.6,67,1,EMP1027,No,
EMP1717,Mason Madan,Female,28,Master's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Contract,2020-07-04,,4.5,733176,3.5,2.0,61,1,EMP1024,No,
EMP1718,Atharv Thaman,Male,32,High School,Hyderabad,Sales,Mid Sales Specialist,Mid,Contract,2017-01-01,,8.0,1072269,3.7,3.5,80,0,EMP1021,No,
EMP1719,Keya Pradhan,Female,28,PhD,Bengaluru,Sales,Mid Sales Specialist,Mid,Contract,2017-11-08,2018-05-11,7.15,542023,3.0,3.3,7,0,EMP1029,Yes,Limited growth
EMP1720,Pranit Lall,Female,33,Master's,Chennai,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-10-03,,2.25,644407,3.0,2.5,67,0,EMP1052,No,
EMP1721,Avni Zachariah,Female,52,Bachelor's,Pune,Engineering,Manager Engineering Specialist,Manager,Part-time,2017-10-21,,7.2,1797313,1.1,3.6,79,0,EMP1027,No,
EMP1722,Damini Nagy,Female,48,Bachelor's,Bengaluru,Legal,Manager Legal Specialist,Manager,Full-time,2020-06-21,,4.53,3311855,4.8,5.0,58,0,EMP1046,No,
EMP1723,Baghyawati Anand,Male,38,Bachelor's,Hyderabad,HR,Mid HR Specialist,Mid,Full-time,2022-02-04,,2.91,757276,3.0,3.1,71,0,EMP1004,No,
EMP1724,Faqid Kashyap,Male,43,Bachelor's,Mumbai,Operations,Junior Operations Specialist,Junior,Part-time,2018-08-14,,6.39,614982,3.8,2.7,19,0,EMP1089,No,
EMP1725,Hemal Varghese,Female,39,Bachelor's,Delhi,Marketing,Junior Marketing Specialist,Junior,Full-time,2018-09-09,,6.32,503399,3.6,4.3,71,0,EMP1072,No,
EMP1726,Maanav Hayre,Female,35,Bachelor's,Delhi,Legal,Mid Legal Specialist,Mid,Full-time,2021-10-25,,3.19,971069,4.4,3.5,10,1,EMP1064,No,
EMP1727,Hemangini Morar,Female,40,Bachelor's,Pune,Operations,Junior Operations Specialist,Junior,Full-time,2018-01-29,,6.93,531389,3.2,2.8,6,1,EMP1074,No,
EMP1728,Gaurika Barad,Male,39,Diploma,Bengaluru,Engineering,Director Engineering Specialist,Director,Full-time,2020-03-06,,4.82,2881684,2.7,3.4,6,0,EMP1013,No,
EMP1729,Sai Virk,Male,39,Master's,Hyderabad,Engineering,Lead Engineering Specialist,Lead,Full-time,2019-08-28,,5.35,1906869,3.7,4.4,54,0,EMP1059,No,
EMP1730,Ranbir Ramesh,Male,29,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Full-time,2022-03-10,,2.81,777214,2.8,4.9,45,2,EMP1093,No,
EMP1731,Rajeshri Om,Male,50,Master's,Bengaluru,Sales,Mid Sales Specialist,Mid,Contract,2016-11-28,,8.1,508795,3.2,3.6,10,0,EMP1006,No,
EMP1732,Vihaan Vig,Female,34,Bachelor's,Mumbai,Operations,Junior Operations Specialist,Junior,Contract,2018-05-31,,6.59,305908,2.8,1.4,78,0,EMP1017,No,
EMP1733,Devika Khare,Male,36,Master's,Pune,Marketing,Mid Marketing Specialist,Mid,Full-time,2016-08-29,,8.35,1198790,4.1,4.3,77,0,EMP1063,No,
EMP1734,Kamala Srivastava,Male,24,Bachelor's,Kolkata,Engineering,Director Engineering Specialist,Director,Contract,2018-08-11,,6.39,3884197,3.2,3.7,30,1,EMP1010,No,
EMP1735,Warhi Dora,Female,28,Master's,Delhi,Operations,Director Operations Specialist,Director,Full-time,2015-09-04,,9.33,1305837,3.8,2.2,79,1,EMP1066,No,
EMP1736,Sneha Mani,Female,25,Diploma,Mumbai,Operations,Lead Operations Specialist,Lead,Contract,2023-07-12,,1.47,1104681,3.0,4.3,53,3,EMP1080,No,
EMP1737,Guneet Chahal,Female,40,Master's,Mumbai,Sales,Mid Sales Specialist,Mid,Full-time,2023-09-30,2024-03-22,1.25,815371,2.4,1.6,17,1,EMP1031,Yes,Work-life balance
EMP1738,Prisha Devi,Female,33,Bachelor's,Pune,Engineering,Junior Engineering Specialist,Junior,Full-time,2020-03-02,,4.84,728894,3.8,3.6,59,0,EMP1051,No,
EMP1739,Imaran Basak,Male,51,Bachelor's,Delhi,Sales,Mid Sales Specialist,Mid,Full-time,2020-09-11,2021-06-28,4.31,728460,2.1,2.1,26,1,EMP1068,Yes,Better compensation
EMP1740,Logan Mitter,Male,23,Diploma,Pune,Sales,Senior Sales Specialist,Senior,Full-time,2020-10-25,2022-06-16,4.19,1084092,2.8,3.8,12,0,EMP1036,Yes,Personal reasons
EMP1741,Nicholas Behl,Male,28,Bachelor's,Delhi,Operations,Junior Operations Specialist,Junior,Full-time,2021-12-15,2023-09-15,3.05,550777,2.6,3.2,40,1,EMP1013,Yes,Limited growth
EMP1742,Jasmit Chawla,Female,29,Bachelor's,Chennai,HR,Junior HR Specialist,Junior,Full-time,2022-11-09,,2.15,505955,4.0,3.8,27,0,EMP1059,No,
EMP1743,Faras Chopra,Male,46,PhD,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2015-02-22,2018-05-07,9.86,653795,3.1,2.9,64,1,EMP1063,Yes,Relocation
EMP1744,Rajeshri Mukherjee,Female,38,Master's,Kolkata,Operations,Manager Operations Specialist,Manager,Full-time,2020-04-19,2024-05-10,4.7,809457,2.5,3.2,16,0,EMP1095,Yes,Retirement
EMP1745,Rudra Pai,Male,33,Master's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2020-07-02,,4.5,1576274,4.1,1.5,46,2,EMP1100,No,
EMP1746,Wishi Sandhu,Female,22,Bachelor's,Hyderabad,Marketing,Senior Marketing Specialist,Senior,Part-time,2021-09-06,,3.32,1208770,2.6,4.2,22,0,EMP1004,No,
EMP1747,Neel Mangal,Female,28,Diploma,Hyderabad,Finance,Junior Finance Specialist,Junior,Full-time,2023-04-24,,1.69,1018824,5.0,3.6,39,2,EMP1087,No,
EMP1748,Wridesh Pillay,Male,32,Bachelor's,Hyderabad,Operations,Mid Operations Specialist,Mid,Contract,2020-01-15,,4.96,871879,2.8,3.4,39,0,EMP1006,No,
EMP1749,Manbir Kant,Female,33,Bachelor's,Bengaluru,Sales,Senior Sales Specialist,Senior,Full-time,2022-11-14,2024-05-22,2.13,1123305,4.5,2.1,22,0,EMP1020,Yes,Work-life balance
EMP1750,Kashvi Bobal,Male,47,Bachelor's,Hyderabad,Sales,Mid Sales Specialist,Mid,Full-time,2018-04-01,,6.76,1069275,3.0,2.7,40,1,EMP1016,No,
EMP1751,Nilima Sahni,Male,30,Bachelor's,Delhi,Sales,Junior Sales Specialist,Junior,Part-time,2018-06-06,,6.58,314294,3.5,5.0,68,1,EMP1099,No,
EMP1752,Ira Aggarwal,Male,51,Bachelor's,Mumbai,Legal,Senior Legal Specialist,Senior,Full-time,2015-12-19,,9.04,1650852,3.7,3.4,49,0,EMP1087,No,
EMP1753,Michael Basak,Female,27,Master's,Chennai,Sales,Senior Sales Specialist,Senior,Contract,2019-09-27,2021-06-13,5.27,1234482,3.2,3.6,78,0,EMP1099,Yes,Relocation
EMP1754,Watika Buch,Male,40,Diploma,Hyderabad,Sales,Junior Sales Specialist,Junior,Full-time,2016-07-09,,8.48,627311,3.3,3.4,52,1,EMP1056,No,
EMP1755,Yadavi Bajwa,Female,33,Master's,Hyderabad,Legal,Junior Legal Specialist,Junior,Full-time,2020-11-26,,4.1,1255644,5.0,3.9,56,0,EMP1072,No,
EMP1756,Varsha Ramanathan,Female,33,Bachelor's,Pune,Operations,Junior Operations Specialist,Junior,Contract,2023-08-07,2024-04-07,1.4,527628,2.8,3.8,41,0,EMP1051,Yes,Manager issues
EMP1757,Jalsa Swaminathan,Male,48,Bachelor's,Bengaluru,Operations,Junior Operations Specialist,Junior,Full-time,2022-07-07,,2.49,268358,3.5,2.3,17,0,EMP1013,No,
EMP1758,Sai Goyal,Male,40,Master's,Chennai,Sales,Lead Sales Specialist,Lead,Full-time,2021-05-05,,3.66,1486879,4.1,3.0,30,0,EMP1072,No,
EMP1759,Lavanya Kurian,Female,31,Master's,Chennai,Engineering,Senior Engineering Specialist,Senior,Contract,2020-07-21,,4.45,1210997,4.9,4.6,4,1,EMP1080,No,
EMP1760,Omaja Buch,Male,25,Bachelor's,Bengaluru,Sales,Senior Sales Specialist,Senior,Full-time,2016-04-14,,8.72,608876,3.0,4.8,68,0,EMP1008,No,
EMP1761,Gayathri Pathak,Male,49,Master's,Kolkata,Finance,Manager Finance Specialist,Manager,Full-time,2018-05-13,,6.64,1837573,3.5,4.4,60,2,EMP1079,No,
EMP1762,Ladli Ramaswamy,Female,27,Master's,Chennai,Operations,Junior Operations Specialist,Junior,Full-time,2016-08-22,,8.36,264125,3.8,2.8,64,0,EMP1038,No,
EMP1763,Urmi Rastogi,Male,47,Bachelor's,Hyderabad,Finance,Senior Finance Specialist,Senior,Part-time,2021-08-08,,3.4,1413458,2.9,4.5,22,0,EMP1059,No,
